,0,1,2
2904,伤心/sadness, ,Mereka bilang susah untuk kita melupakan cinta pertama.Tapi kenapa masih ramai yang melupakan ibubapa mereka?
2905,喜欢/like, ,"Memasuki 2020 ini semuanya pada naik, yang masih sama dan tetap cuma perasaanku padamu."
2906,伤心/sadness,生气/anger,Dia gatau aja gimana rasanya susah buat move on dan ngelepasin orang yang kita sayang. Tolol
2907,开心/happiness, ,"hahahaha ada yang pernah bilang ""kalo ada orang pinter di akademik biasanya dikehidupan sehari hari dia kurang menjamin"""
2908,惊喜/surprise, ,Berarti aku manusia yang bisa liat jurig [merasa kaget] [kagum pada diri sendiri]
2909,厌恶/disgust, ,"ini yang udah ributin rumor dispek ampe alay kalo rumornya salah gua ketawain ye lu pada, siap lu pada"
2910,喜欢/like, ,"Semua yang kita ikhlaskan, tidak akan sia² begitu saja. #Yakin karo Gusti Allah "
2911,生气/anger, ,temen kamar pada telfonan sm doinya bawaannya pada nangis mulu. bangsat. yang bahagia napaaaaa woi
2912,喜欢/like, ,"Kita punya hubungan yang baik, suatu saat pasti kembali kalo udah baik :)"
2913,喜欢/like, ,Aku sedang menginginkan sesuatu yang tidak bisa aku miliki. Iya kamu :')
2914,惊喜/surprise,喜欢/like,"Halo, Kak Dewa! Nama kita sama ada Haliim nya. Apakah kita saudara yang terpisahkan?"
2915,开心/happiness, ,happy new year yang selalu setia menemani pasang surut kehidupan di 2019 @ayunqrrt @Banesyafatiha
2916,伤心/sadness, ,"drp! woy gabut, yang rt gua follow dah, jfb cuk! -ty"
2917,开心/happiness, ,"Happy new year ocan, semoga di tahun ini kita menjadi orang yang lebih baik lagi"
2918,害怕/fear, ,"Ya allah jauhkan keluargaku dari setan setan yang mengganggu, baik dalam bentuk jin maupun dalam bentuk manusia "
2919,伤心/sadness, ,"ujannya setia ya, ngga kaya dia. dia yang gak ada kabar, dia juga yang ninggalin."
2920,开心/happiness, ,2019 sudah banyak perubahan... semoga 2020 semakin banyak perubahan menjadi org yang lebih baik...
2921,喜欢/like, ,"Bismillahirrahmanirrahiim, dengan menyebut nama Tuhan yang maha pengasih lagi maha penyayang. Izinkan saya untuk membuat thread ini."
2922,喜欢/like, ,"Semoga nanti juga seperti saat ini, yang dimana setiap masalah tetap bisa terlampaui.  I proud of me"
2923,开心/happiness, ,"Hahaha, mau nya yang ringan aja, besok kasih yang keras(timpok batu) "
2924,喜欢/like, ,"Kegagalan adalah keberhasilan yang tertunda, jadi kebohongan adalah kejujuran yang tertunda. #BOTRiz :D"
2925,厌恶/disgust, ,Orang pintar dengan penjelasan yangbrasiinal Dan orang sok pintar yang sok tahu padahal goblok.... Itulah Kira kira
2926,厌恶/disgust, ,"ga usah menghina yang jomblo, pacar lo aja kalau ketemu yang mulusan dikit langsung ngaku jomblo (n)"
2927,惊喜/surprise, ,Hah udah fix jh??? Kalo ty yang kena paling sama kamu sha 
2928,开心/happiness, ,wqwq yang dalem botol kapalnya jack sparrow trus itu si forrest gump cuma duduk bodoamat sama yang laen hhhhh
2929,害怕/fear, ,Hidup ini tidak pasti.Kematian sudah pasti.Maka bertutur & berperilakulah yang baik agar penyesalan tidak terjadi nanti. -KurosakiIchigo-
2930,伤心/sadness, ,"aku cuma bisa tersenyum, kamu ninggalin aku tanpa alesan yang aku ngga pernah tau."
2931,伤心/sadness, ,"apa aku doang yang ngerasa gitu ne, aku sekarang jarang interaksi sama kakak gitu. . ."
2932,生气/anger, ,"Ini tuh semacam orang Indonesia beragama dan percaya tuhan, tapi yang disembah agamanya bukan tuhannya"
2933,厌恶/disgust, ,Jodoh lu lagi dijagain sama yang lain Au. Kalo lu gak ada ya diambil sama yang lain paling.
2934,惊喜/surprise, ,kok Sama Sih kak aku punya utang 9 hari dan baru empat hari yang lunas
2935,伤心/sadness, ,"""kita usaha bareng bareng, sukses bareng bareng"" pas dianya udh sukses bareng yang lain :"")"
2936,喜欢/like, ,"Jangan memohon pada Tuhan tuk meringankan cobaan yang ada, berdoalah pada Tuhan tuk memberikanmu kekuatan tuk dapat melaluinya."
2937,厌恶/disgust, ,"Kalo ada temen yang datengnya cuma pas dia lagi butuh kamu doang, gebukin rame-rame aja."
2938,喜欢/like, ,"ibu, seseorang yang sangat berarti di sepanjang hidup aku yang takkan tergantikan oleh siapapun"
2939,惊喜/surprise, ,Aku juga bucin Linyi gara gara dramanya sih yang put your head on my shoulders 
2940,厌恶/disgust, ,Masalahnya yang di follback akun second anjir isinya sambatan semua sampe sekarang belom gw acc
2941,害怕/fear, ,"Gw masih nungguin, siapa lagi yang kali ini disalahkan atau permainan kata apa yang dikeluarkan "
2942,害怕/fear, ,Apakah ada informasi jalan mana saja yang sudah ditutup/tidak bisa dilewati karena #banjir tahun baru ini?
2943,伤心/sadness, ,Gaada yang mau giveaway earphone buat ip7 keatas apa ya Allah sepi banget hidupku gada irpon.
2944,生气/anger, ,Gua mau didorong sampe jatuh tersungkur kalo itu Eunsang yang ngelakuin gapapa gua terima dahhh 
2945,喜欢/like, ,"Jika kamu bertemu orang yang bisa membuatmu tersenyum ketika orang lain membuat menangis, teruslah bersamanya."
2946,惊喜/surprise, ,"#Dispacth pindah profesi bukan jadi media yang ngintilin idol , tapi jadi lapak cari mutual , anjaayyy"
2947,伤心/sadness, ,Kadang kamu bertemu seseorang yang sangat berarti dalam hidupmu hanya tuk menyadari pada akhirnya kamu harus melepaskannya.
2948,喜欢/like, ,"Tuhan, aku memaafkan mereka yang melukai perasaanku, karena dengannya Engkau akan membahagiakan hidupku. Aamiin"
2949,生气/anger, ,"gue kira orang memperlakukan gue sebagai sosok yang humble,ternyata cuma sosok untuk di bego bego in"
2950,厌恶/disgust,伤心/sadness,"Ngapain ngurusin orang, mending ngurusin diri sendiri. Soalnya udah banyak yang bilang gendut"
2951,喜欢/like, ,"wkwk ya di mangago emang banyakan yang amis-amis gitu kak, makanya aku suka h3h3 :3"
2952,害怕/fear, ,berharap kemalangan yang terjadi di tahun kemarin tidak terulang di tahun ini dan berganti dengan berita baik
2953,伤心/sadness, ,"Hari ini sebelum kamu mengatakan kata-kata yang tidak baik, Pikirkan tentang seseorang yang tidak dapat berbicara sama sekali."
2954,喜欢/like, ,"""Aku tahu aku bukan cinta pertama Anda, tapi saya harap saya akan menjadi yang terakhir untuk Anda"""
2955,喜欢/like, ,Tak perlu menjadi sempurna untuk mendapat cintaku. Cintamu yang sejati sudah cukup menyempurnakan hariku.
2956,伤心/sadness, ,"Alhasil mencoba nyelamatin barang-barang seadanya. Buku-buku cuma serikit yang selamat. Sisanya cuma peduliin surat, sertifikat dan ijazah"
2957,喜欢/like, ,"""Cinta tidak memiliki apapun yang ingin kau dapatkan, tapi cinta memiliki semua yang ingin kau berikan""."
2958,开心/happiness, ,"Konon, tersenyum selama 2 menit tanpa alasan yang jelas akan membuatmu bahagia sepanjang hari #hoho^_^"
2959,开心/happiness,喜欢/like,Oh iyaa barakallah fii umriik yaa untuk anda saya mau jadi orang pertama yang ngucapin wkwk
2960,开心/happiness, ,Seketika aku bersyukur punya pacar yang walaupun konyol tapi pengertian banget kalo w lebih bucin ke Seventeen dibanding dia
2961,喜欢/like, ,Amal shaleh yang disuka oleh Allah ialah yang langgeng (konsisten) meskipun sedikit {HR Bukhari}
2962,生气/anger, ,rasanya mau narik mereka - mereka yang precious kesini tapi takut gagal jadi classy argh.
2963,生气/anger, ,Taunya diajak pulang tukang cukurnya dongg disuruh makan ada apa lah ayah aku yang panik
2964,伤心/sadness, ,apa yg dirayakan dari tahun baru? kalian berhura-hura menyambut kesedihan yang akan datang.
2965,喜欢/like, ,"bersama terbenamnya matahari senja ini, panjangkanlah kesabaranku, sampaikanlah aku di masa depan yang mapan"
2966,伤心/sadness, ,"Tergantung kali ya, ada yang kaya aku fine fine aja. Namanyabjuga nyari temen'-'"
2967,喜欢/like, ,"Tuhan..jagalah ia yang jauh disana, lindungi tiap detik hidup yang ia lewati,sayangi dia melebihi engkau menyayangiku."
2968,喜欢/like, ,"Allah itu dekat, bahkan lebih dekat dari apa saja yang bisa engkau lihat #jokowi2periode #2019tetapjokowi"
2969,厌恶/disgust, ,"Hujan gak berhenti hampir disemua daerah dan mengakibatkan banjir dimanamana, pasti yang disalahin pemprov DKI"
2970,喜欢/like, ,Wkwkkwwkw lama tak bersua rani sudah mulai pinter menghubungkan suatu permasalahan yang ada ya hahhaa
2971,开心/happiness, ,Orang yang tulus mencintaimu adalah orang yang akan membuat kamu mengeluarkan airmata bahagia #jujur
2972,生气/anger, ,Kenapa si aku selalu insecure dan orang lain yang menguatkan. Ada apa dengan diriku !
2973,伤心/sadness, ,"Entah mengapa, terkadang waktu yang singkat, dapat menyisakan rasa yang begitu kuat."
2974,厌恶/disgust, ,gausa reply aku males :( ya kalo ada yang mau nge rep juga sih
2975,惊喜/surprise, ,"Eunji mah sama victon udah kaya ibunya. ya tuhan sumpah itu yang bikin rumor bikin ketawa :"")"
2976,厌恶/disgust, ,"Biasanya orang yang suka ngefitnah lo,ngejelek-jelekin lo itu tanpa disadarisebenernya dia sedang mengumbar aib nyasendiri. :)"
2977,喜欢/like, ,"Ada tiga prinsip yang kujalankan bersama Alva di kantor, yakni love, trust and respect."
2978,开心/happiness, ,"Kyuhyun : Tahun 2013 yang cerah untuk semuanya, Semangat dalam hal apapun !! [bot]"
2979,伤心/sadness, ,Sesuatu yg sangat sulit tuk melupakan seseorang yang telah memberimu begitu banyak hal tuk diingat.
2980,开心/happiness,伤心/sadness,Gatau sih sunyi atau pake Musik. Karna biasanya yang menemaniku minum kopi adalah tugas :)
2981,伤心/sadness, ,"Semakin sulit mencari rumah yang siap anti banjir, daerah yg ga diprediksi kena banjir aja bisa kena"
2982,伤心/sadness, ,"Intinya kalian harus menghargai waktu sekecil apapun, waktu yang terbuang sedetik pun rasanya sangat berharga"
2983,开心/happiness, ,"happy new year moots, semoga bisa menjadi pribadi yang lebih baik lagii, sukses ya moots"
2984,生气/anger, ,ini rame bgt pada kangen kangenan.. terus apa tidak ada yang kangen aku apaa?.g
2985,厌恶/disgust, ,Kalau yang kereveal aktor paling reaksi para penggerl(?) cuma ohhhhhh tapi kalau idol yah gonjang-ganjinglah dunya. 
2986,厌恶/disgust,生气/anger,"Mereka yang sering teriak ""Kita Pancasila & Kita Indonesia"" pada kemana nggak ada nampak batang hidungnya..?"
2987,伤心/sadness, ,Semoga hujan segera berhenti dan teman-teman yang daerahnya sedang kebanjiran dapat segera pulih dan dievakuasi
2988,惊喜/surprise, ,Lah seperti yang nyebut nyebut tahun 2006 atau pemerintahan sebelumnya itu ya?  #Jiwasrayagate
2989,惊喜/surprise,喜欢/like,sumpah kok bisa bisanya sih yang nge bash cewe secakep tzuyu????!!!?
2990,生气/anger, ,/Alice yang banyak bacot aku mau buat gdm nih? ada yang mau aku angkut?
2991,害怕/fear,伤心/sadness,Terlalu awal untuk jatuh cinta di awal tahun aku takut patah hati yang ke dua kalinya 
2992,惊喜/surprise, ,"Sumpah pacar aku alaaaay ngga pantes cewe lain milikin dia soalnya alay. Aku aja yang ambil, udah."
2993,厌恶/disgust, ,lebi ngeri lgi kalo si @cursedkidd yang nge chat [aww mlu bngt]
2994,喜欢/like, ,“Ibumu adalah malaikat yang berwujud manusia yang telah Allah kirimkan ke bumi ini”
2995,开心/happiness, ,"Alhamdulillah ada, tetap ada dari 2 tahun yang lalu tanpa ada yang berubah."
2996,喜欢/like, ,"Keikhlasan beragama juga bermakna ketulusan kepada keutuhan diri yang paling mendalam, yang mengejawantah dalam perbuatan baik #MRSaputra11"
2997,害怕/fear, ,Hindari mengaplikasikan trend yg berlebihan ke diri kalian. Karena kalian terkesan tidak memiliki penampilan yang unik & khas.
2998,开心/happiness, ,"""Selamat tahun baru 2020, semoga tahun ini menjadi tahun yang baik untuk kita semua."""
2999,喜欢/like, ,"Fenomenanya begitu, dan weekend juga rame yang hijrah ke Medan utk studi banding :-)"
3000,生气/anger, ,"INI MUNCUL LAGI AAAAAAA [mnhan diri] tapi yang kiri ngder,,,,,"
3001,开心/happiness,惊喜/surprise,samaaaa ngakak sampe akhir. ada ya orang kaya darius kincaid yang gabisa mati wkwkw
3002,惊喜/surprise, ,"Nonton aruna dan lidahnya bawaannya pengen belajar masak, kayanya kok gampang gitu bikin nasi goreng yang enak"
3003,开心/happiness, ,"Yang bikin ketawa bukan bapa bapa berenang, tp ketawa yang ada di videonya wkwkwkwk"
3004,厌恶/disgust, ,"twice jangan dating sama bg dari sm ya, fansnya banyak yang bacot dan ngerasa oppanya palig superior soalnya"
3005,害怕/fear, ,"Paling takut kalo kena banjir, soalnya mayat kecoa ngambang sama banyak kecoa mengevakuasi dirinya ketempat yang lebih tinggi."
3006,开心/happiness, ,"Dan 2020, semoga selalu dikelilingi orang-orang yang memberikan pengaruh dan dukungan yang baik. Aamiin Ya Allah "
3007,开心/happiness, ,"2020 semoga dijauhkan dari orang yang cari muka, sok*an baik taunya korek* info buat bahan ghibah"
3008,喜欢/like, ,"Kamu akan selalu dapatkan cinta di tengah keluarga, cinta tanpa syarat, cinta yang menerima kamu apa adanya."
3009,伤心/sadness, ,pingin buka page 1 of 366 tapi buku yang lama masih banyak halaman yang kosong
3010,喜欢/like, ,“Seorang pasangan yang hebat adalah pasangan yang mampu setia terhadap pasangan yang telah dipilihnya.”
3011,厌恶/disgust, ,"2020 masih aja pada berantem saling benci ke yang lain cuma beda pandangan politik, goblok emang"
3012,惊喜/surprise, ,aaaaaaa apa ya hashtagnya ga ada yang bikin? #.1000DaysWithLucas aja apa ya????
3013,开心/happiness, ,ngakak so hard.. .. siapa ya dulu yg bilang .. yg jelas bukan Anies yang bilang gitu..
3014,喜欢/like, ,"Lelaki terindah di mata wanita bukanlah yang paling tampan raut wajahnya, melainkan yang paling menawan keimanan dan budi pekertinya"
3015,厌恶/disgust, ,"Kalo dimatiin listrik jam segini, yaudah keburu banyak yang meninggal. Wong banjirnya udah dari pagi tadi "
3016,开心/happiness, ,"Pinuyer tuu anak aku, bahagia teruss ya. Jangan sedih sedih lagi di tahun yang sekaraang. Semangaaat ! "
3017,开心/happiness, ,"Doaku ditahun 2020, semoga wadah yang aku siapkan dalam diri ini muat untuk menampung rizki dari-Nya."
3018,开心/happiness, ,Happy new year! Semoga 2020 bisa jadi tahun yang baik dan memuaskan. Semangat terus ya nulisnya
3019,喜欢/like, ,"Kita pakai Spek yang Lebih Bagus , dengan pemilihan komponen yang baik akan didapat kualitas yang lebih optimal .."
3020,喜欢/like, ,"Aku hidup bukan untuk sendiri, melainkan untuk membela orang yang berada di dekatku - Uzumaki Naruto"
3021,喜欢/like, ,"Nanti bakalan cari suamik yang suka makan, biar masakan aku dimakan sampai habis. "
3022,喜欢/like, ,Hanya foto-fotomu yang menemani hari-hariku. Karena cuma itu yang kamu sisakan untukku #Mbloooooooooooooooo ~_~
3023,喜欢/like, ,Hari ini di buka dengan senyuman dia yang sedang bersama siapapun itu. Sedikit sakit tapi harus menerima.
3024,伤心/sadness, ,"Tukang makanan yang ada di depan pada mudik kali ya, laper bener pen masak tapi mager etdah"
3025,伤心/sadness, ,"Hadeh nder nder, bosen hanya sesaat nder.. Lepasin yang cewenya, nunggu itu ga gampang."
3026,伤心/sadness, ,Mendidih banget sama yang nyiksa kucing ampe mati. Demi Allah ga ikhlas w.
3027,生气/anger, ,Aku liat sih yang td pagi ada yg blg gak sengaja pencet vidcall garem gimana nih mau ssnya dums ehehee
3028,开心/happiness, ,Semalem gua kesana tapi ga ada yang keluar yaudah nongkrong di pos satpam deket rumah lu ae jadinya wkwk
3029,生气/anger, ,"males, pada udah kenal tukang kokumi. gua nyari yang nyambung susah banget."
3030,生气/anger, ,"Lagi sama, makanya tau bgt rasany dimana tugas uas kelompok yang ngerjain cuma seorangan"
3031,开心/happiness, ,Di awal tahun ini aku sangat siap untuk menjadi seorang yang sukses bahkan sangat sangat siap
3032,开心/happiness, ,"Kembar nama aja, kak. Hahahaha, kasian kalau kembaran. Yang sana lucu yang sini galak."
3033,生气/anger, ,"Ya ga salah... Tapi kan yang di tannya apa yang di jawab apaa, jadinya ga nyambung atuh"
3034,伤心/sadness, ,Sedangkan engkau melahirkan ku dalam keadaan suci. Tapi kenapa hidup harus bergelut dngan yang haram.
3035,喜欢/like, ,[cm] ceritain pengalaman berkesan kalian selama magang dong. terimakasih yang sudah berbagi cerita
3036,伤心/sadness, ,2020 tapi masih kangen sama orang yang bahkan ga peduli aku masih hiduo atau engga~
3037,开心/happiness, ,Terimkasih 2019 atas segala perasaan yang tak pernah terbalas dan selamat datang 2020 semoga kutemukan hati yang utuh.
3038,伤心/sadness, ,Percuma kamu inget-inget dia yang udah ngelupain kamu. Toh dia juga enggak bakal balik lagi ke kamu.
3039,伤心/sadness, ,Memulai 1/365 dengan dompet yang ketinggalan dan baru inget pas udah mau sampai di tempat tujuan 
3040,伤心/sadness, ,gw yang salah apa emang tahun kemarin dispatch upload kabar dating jenkai sekitarjam 10 ya?
3041,生气/anger, ,"Kocu kadang ngasih yang pas gitu , pengen gua kecup tapi geli juga kalo nempel brewok nya . Mosi mosi"
3042,伤心/sadness, ,“Melupakan akan menjadi suatu hal yang sangat sulit karena kita sebenarnya tidak pernah belajar untuk melupakan.”
3043,伤心/sadness, ,"Hari ini tuh hujannya gak terus terang, seperti halnya kamu yang gak mau terus terang padaku "
3044,喜欢/like, ,"Halo Ladies jadilah wanita yang anggun, karena itu adalah penarik pasangan hidup impian anda^^ Pusat Baju Wanita"
3045,喜欢/like, ,1. Sahabat sejati adalah mereka yang selalu menyayangi & melindungimu dengan tidak mempedulikan 'latar belakangmu'
3046,伤心/sadness, ,Kek nya bener nih tahun ini kagak ada yang di up dating nya sama  #Dispacth
3047,喜欢/like, ,"Kebanggaan kita yang terbesar adalah bukan tidak pernah gagal, tetapi bangkit kembali setiap kali kita jatuh."
3048,惊喜/surprise,伤心/sadness,wow tahun baruku disambut hp rusak i’m wondering hal apa lagi yang bakal terjadi 
